"collectionCode","catalogNumber","verbatimMunicipality","verbatimCounty","verbatimStateProvince","verbatimCountry","verbatimContinent","verbatimWaterBody","verbatimIslandGroup","verbatimIsland","error"
"Mammals","100660",,,"Northwest Territories","Canada","North America",,,,
"Mammals","10835",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100671",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100624",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100626",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100782",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100773",,,"Northwest Territories","Canada","North America",,,,
"Mammals","32043",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100778",,,"Northwest Territories","Canada","North America",,,,
"Mammals","33684",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100784",,,"Northwest Territories","Canada","North America",,,,
"Mammals","33682",,,"Northwest Territories","Canada","North America",,,,
"Mammals","10836",,,"Northwest Territories","Canada","North America",,,,
"Mammals","25253",,,"Northwest Territories","Canada","North America",,,,
"Mammals","25725",,,"Northwest Territories","Canada","North America",,,,
"Mammals","33683",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100780",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100783",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100667",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100678",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100673",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100674",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100675",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100676",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100677",,,"Northwest Territories","Canada","North America",,,,
"Mammals","33680",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100679",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100680",,,"Northwest Territories","Canada","North America",,,,
"Mammals","33681",,,"Northwest Territories","Canada","North America",,,,
"Mammals","27059",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100672",,,"Northwest Territories","Canada","North America",,,,
"Mammals","100681",,,"Northwest Territories","Canada","North America",,,,
"Mammals","102548",,,"Northwest Territories","Canada","North America",,,,
"Mammals","102549",,,"Northwest Territories","Canada","North America",,,,
"Mammals","25936",,,"Northwest Territories","Canada","North America",,,,
"Mammals","111485",,,"Northwest Territories","Canada","North America",,,,
"Mammals","9501040001",,,"Northwest Territories","Canada","North America",,,,
"Mammals","16012",,,"Northwest Territories","Canada","North America",,,,
"Mammals","119425",,,"Northwest Territories","Canada","North America",,,,
"Mammals","67754",,,"Northwest Territories","Canada","North America",,,,
"Mammals","67755",,,"Northwest Territories","Canada","North America",,,,
"Mammals","20952",,,"Northwest Territories","Canada","North America",,,,
"Mammals","91156",,,"Canal Zone","Panama","North America",,,,
