"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIsland","Island"
"Mammals","12056","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12058","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12060","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12059","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12055","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11988","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12054","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12057","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11871","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11915","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11873","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11874","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11875","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11912","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11913","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11902","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12052","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12099","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11769","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11770","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11773","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11775","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11777","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11778","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11824","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11832","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12110","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11966","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12098","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12075","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12074","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12072","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11836","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12007","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11774","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11834","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11833","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11937","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11941","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11939","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11745","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11744","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11933","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11746","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11776","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11938","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11740","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11967","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11945","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11934","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12009","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12012","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12011","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12010","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11743","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12078","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12082","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12073","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11889","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11847","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12029","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12028","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12080","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11969","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12077","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12086","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12083","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11892","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11784","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11848","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12031","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11849","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11845","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11891","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11893","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12030","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11846","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12089","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11786","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11844","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11787","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12088","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11785","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11890","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11783","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","12103","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11931","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11782","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","11781","Canada","Canada","Quebec","Québec","Quebec","Capitale-Nationale",,
"Mammals","87114","USA","United States","Arkansas","Arkansas","Hot Springs","Hot Spring",,
"Mammals","107997","USA","United States","California","California","San Bernandino","San Bernardino",,
"Mammals","23425","USA","United States","Florida","Florida","Dade","Miami-Dade",,
"Mammals","87270","USA","United States","Indiana","Indiana","St. Joseph","Saint Joseph",,
"Mammals","87278","USA","United States","Indiana","Indiana","St. Joseph","Saint Joseph",,
"Mammals","87259","USA","United States","Minnesota","Minnesota","St. Louis","Saint Louis",,
"Mammals","87260","USA","United States","Minnesota","Minnesota","St. Louis","Saint Louis",,
"Mammals","87210","USA","United States","Minnesota","Minnesota","St. Louis","Saint Louis",,
"Mammals","87229","USA","United States","Minnesota","Minnesota","St. Louis","Saint Louis",,
"Mammals","79800","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","24938","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","25143","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","24940","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","24939","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","25146","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","88360","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","88361","USA","United States","New Mexico","New Mexico","Dona Ana","Doña Ana",,
"Mammals","91215","USA","United States","Pennsylvania","Pennsylvania","Center","Centre",,
"Mammals","53924","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50186","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53929","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","78192","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53922","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50192","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53926","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50185","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50187","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50188","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50190","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53923","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50189","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53925","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53916","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50194","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","53928","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","50191","Argentina","Argentina","Corrientes","Corrientes","Ituzaingo","Ituzaingó",,
"Mammals","78554","Argentina","Argentina","Jujuy","Jujuy","Santa Barbara","Santa Bárbara",,
"Mammals","75936","Argentina","Argentina","Mendoza","Mendoza","Lujan","Luján de Cuyo",,
"Mammals","53918","Argentina","Argentina","Salta","Salta","Oran","Orán",,
"Mammals","53962","Argentina","Argentina","Salta","Salta","San Martin","General José de San Martín",,
"Mammals","53961","Argentina","Argentina","Salta","Salta","San Martin","General José de San Martín",,
