"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIslandGroup","IslandGroup","verbatimIsland","Island"
"Mammals","56165","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56166","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56187","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56188","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56189","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56190","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56195","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56186","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57052","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57044","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57048","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57049","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57178","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57175","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57174","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57074","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56253","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57176","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57043","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57177","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56164","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57163","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57062","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57162","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57196","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57195","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57194","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57193","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57192","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57071","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57054","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57161","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57239","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57187","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57188","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57160","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57189","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57076","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57070","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57209","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57058","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57208","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57159","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57037","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57207","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57050","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57170","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57046","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57169","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57168","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57045","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57055","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56168","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57180","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57236","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57035","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57047","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57059","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57184","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57185","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57186","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57057","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57056","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57203","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57205","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57206","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57237","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57181","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57179","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57173","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57172","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57171","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57042","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57041","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57036","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57040","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57238","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57039","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57053","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57182","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57038","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57061","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57051","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57063","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57190","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57191","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","57060","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56162","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55614","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55617","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55616","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55615","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56144","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56113","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56112","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56114","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56115","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56163","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55619","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56142","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56145","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55613","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56143","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56141","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56139","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56130","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56129","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55618","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55620","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56161","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56140","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55631","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","55621","Cameroon","Cameroon","Centre-Sud",,,,,,,
"Mammals","56449","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","28190","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","31158","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","78005","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","31248","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","94404","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","94403","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","87630","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","51959","South Africa","South Africa","Cape","Western Cape",,,,,,
"Mammals","45751","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45569","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","41739","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45568","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45572","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45762","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","41741","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45759","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45768","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45758","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45757","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45756","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45760","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","41740","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45748","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45755","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45766","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45753","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45754","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45750","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45575","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","41738","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45715","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","46025","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45765","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45752","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","83952","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","46026","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45576","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45764","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","46023","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","46027","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45718","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45717","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45716","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","78327","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","91219","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","46024","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45570","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76111","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","70740","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76027","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76112","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76109","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45767","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76110","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45749","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","45761","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","78206","South Africa","South Africa","Natal","KwaZulu-Natal",,,,,,
"Mammals","76108","SOUTH AFRICA","South Africa","NATAL","KwaZulu-Natal","ZULULAND",,,,,
"Mammals","68693","Uganda","Uganda",,"Western","Bunyoro",,,,,
"Mammals","36705","Uganda","Uganda",,"Northern","Karamoja","Karamoja",,,,
"Mammals","36706","Uganda","Uganda",,"Northern","Karamoja","Karamoja",,,,
"Mammals","64995","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64975","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64988","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64996","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64982","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65002","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64984","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64963","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64997","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64981","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65001","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64986","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64974","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64991","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64979","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64980","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64985","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64989","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64990","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65082","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64998","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64952","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64946","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64953","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64968","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64962","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64961","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64960","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64999","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64954","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65084","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64950","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64949","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65086","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65089","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65080","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64994","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64993","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64955","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65087","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64947","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64992","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65083","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64967","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64973","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64966","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64970","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65081","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65085","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64945","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64956","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64957","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65100","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64951","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64959","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64958","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64948","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64971","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65105","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65091","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65104","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65103","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65101","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65097","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65004","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65099","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65090","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65098","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","65000","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64978","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64987","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64976","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","64964","ZIMBABWE","Zimbabwe","VICTORIA","Masvingo",,,,,,
"Mammals","78121","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","14358","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","14357","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","78101","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","78102","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","78234","INDIA","India","BOMBAY","Maharashtra",,"Mumbai",,,,
"Mammals","35361","BELGIUM","Belgium","BRABANT",,,,,,,
"Mammals","35356","BELGIUM","Belgium","BRABANT",,,,,,,
"Mammals","35355","BELGIUM","Belgium","BRABANT",,,,,,,
"Mammals","35416","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35415","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35409","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35372","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35408","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35399","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35370","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35412","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35410","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35365","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35414","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35385","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35367","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35369","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35413","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35368","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35417","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35366","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35388","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35387","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35418","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35400","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35407","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35371","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35386","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35398","BELGIUM","Belgium","LUXEMBOURG","Wallonia",,"Luxembourg",,,,
"Mammals","35396","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35402","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35393","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35401","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35419","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35352","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35426","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35362","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35420","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35424","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35425","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35422","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35359","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35394","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35428","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35427","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35395","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35423","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35363","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35364","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35430","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35354","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35429","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","35397","BELGIUM","Belgium","NAMUR","Wallonia",,"Namur",,,,
"Mammals","3609250002","Ireland","Ireland","Kerry","Munster",,"Kerry",,"British Isles",,
"Mammals","64178","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64172","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64258","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64184","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64183","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64174","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64175","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64180","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","64181","Sweden","Sweden","Alvsborg",,,,,,,
"Mammals","78736","Belize","Belize",,"Stann Creek","Stann Creek",,,,,
"Mammals","78665","Belize","Belize",,"Stann Creek","Stann Creek",,,,,
"Mammals","78666","Belize","Belize",,"Stann Creek","Stann Creek",,,,,
"Mammals","25225","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25229","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25226","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25220","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","53574","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25202","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25193","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25227","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25210","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25188","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","53575","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25228","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25237","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25190","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25186","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25238","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25218","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25189","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25191","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25207","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25214","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","96620","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25233","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25232","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25239","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25240","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25235","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","21041","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","16692","Canada","Canada","Quebec","Québec",,,,,,
"Mammals","25192","Canada","Canada","Quebec","Québec",,,,,,
